survey.Page34.D1.D1_1.choices.2,Fixed Deposit ,फिक्स्ड डिपॉजिट (सावधि जमा)
survey.Page34.D1.D1_1.choices.3,Recurring Deposit,रेकरिंग डिपॉजिट (आवर्ती जमा)
survey.Page34.D1.D1_2.title,Loans,लोन
survey.Page34.D1.D1_2.otherText,Any other loan,कोई अन्य लोन
survey.Page34.D1.D1_2.choices.4,Personal Loans,पर्सनल लोन
survey.Page34.D1.D1_2.choices.5,Home Loans,होम लोन
survey.Page34.D1.D1_2.choices.5.commentPlaceholder,Specify,बताएं
survey.Page34.D1.D1_2.choices.6,Education Loans,एजुकेशन लोन
survey.Page34.D1.D1_2.choices.7,Business Loans,बिज़नेस लोन
survey.Page34.D1.D1_2.choices.8,Any Other Loan,कोई अन्य लोन
survey.Page34.D1.D1_2_Other.title,Please Specify,कृपया बताएं
survey.Page34.D1.D1_3.title,Credit Card,क्रेडिट कार्ड
survey.Page34.D1.D1_3.choices.9,Buy Now Pay Later (BNPL),बाय नाउ पे लेटर (BNPL)
survey.Page34.D1.D1_4.title,Investments,इन्वेस्टमेंट (निवेश)
survey.Page34.D1.D1_4.choices.10,Stocks (Equities),स्टॉक्स (इक्विटी)
survey.Page34.D1.D1_4.choices.11,Mutual Funds/ ULIPs/ ETFs,म्यूचुअल फंड/ यूलिप/ ईटीएफ
survey.Page34.D1.D1_4.choices.12,Government Schemes & Bonds ,सरकारी योजनाएँ और बॉन्ड
survey.Page34.D1.D1_5.title,Insurance,बीमा
survey.Page34.D1.D1_5.choices.13,Life Insurance,जीवन बीमा
survey.Page34.D1.D1_5.choices.14,Health Insurance,स्वास्थ्य बीमा
survey.Page35.D2.title,"D2.  I am going to read out a list of financial products. For each one, please tell me ,if you have accessed it.","D2. मैं वित्तीय प्रोडक्टों की एक सूची पढ़ने जा रहा हूँ। प्रत्येक के लिए, कृपया मुझे बताएँ कि क्या आपने इनका उपयोग किया है।"
survey.Page35.D2.requiredErrorText,Requried Response,आवश्यक उत्तर
survey.Page35.D2.choices.1,Savings Bank Account,सेविंग्स और डिपॉजिट्स (बचत और जमा)
survey.Page35.D2.choices.2,Fixed Deposit,फिक्स्ड डिपॉजिट (सावधि जमा)
survey.Page35.D2.choices.3,Recurring Deposit ,रेकरिंग डिपॉजिट (आवर्ती जमा)
survey.Page35.D2.choices.4,Personal Loans,पर्सनल लोन
survey.Page35.D2.choices.5,Home Loans,होम लोन
survey.Page35.D2.choices.6,Education Loans,एजुकेशन लोन
survey.Page35.D2.choices.7,Business Loans,बिज़नेस लोन
survey.Page35.D2.choices.8,{D1_2_Other},{D1_2_Other}
survey.Page35.D2.choices.9,Buy Now Pay Later (BNPL),बाय नाउ पे लेटर (BNPL)
survey.Page35.D2.choices.10,Stocks (Equities),स्टॉक्स (इक्विटी)
survey.Page35.D2.choices.11,Mutual Funds/ ULIPs/ ETFs,म्यूचुअल फंड/ यूलिप/ ईटीएफ
survey.Page35.D2.choices.12,Government Schemes & Bonds ,सरकारी योजनाएँ और बॉन्ड
survey.Page35.D2.choices.13,Life Insurance,जीवन बीमा
survey.Page35.D2.choices.14,Health Insurance,स्वास्थ्य बीमा
survey.Page36.D3.title,"D3. I am going to read out a list of financial products. For each one, please tell me, if you have accessed it in the last two years.","D3. मैं वित्तीय प्रोडक्टों की एक सूची पढ़ने जा रहा हूँ। प्रत्येक के लिए, कृपया मुझे बताएँ कि क्या आपने पिछले दो सालों में इनका उपयोग किया है।"
survey.Page36.D3.choices.1,Savings Bank Account,सेविंग्स और डिपॉजिट्स (बचत और जमा)
survey.Page36.D3.choices.2,Fixed Deposit,फिक्स्ड डिपॉजिट (सावधि जमा)
survey.Page36.D3.choices.3,Recurring Deposit ,रेकरिंग डिपॉजिट (आवर्ती जमा)
survey.Page36.D3.choices.4,Personal Loans,पर्सनल लोन
survey.Page36.D3.choices.5,Home Loans,होम लोन
survey.Page36.D3.choices.6,Education Loans,एजुकेशन लोन
survey.Page36.D3.choices.7,Business Loans,बिज़नेस लोन
survey.Page36.D3.choices.8,{D1_2_Other},{D1_2_Other}
survey.Page36.D3.choices.9,Buy Now Pay Later (BNPL),बाय नाउ पे लेटर (BNPL)
survey.Page36.D3.choices.10,Stocks (Equities),स्टॉक्स (इक्विटी)
survey.Page36.D3.choices.11,Mutual Funds/ ULIPs/ ETFs,म्यूचुअल फंड/ यूलिप/ ईटीएफ
survey.Page36.D3.choices.12,Government Schemes & Bonds ,सरकारी योजनाएँ और बॉन्ड
survey.Page36.D3.choices.13,Life Insurance,जीवन बीमा
survey.Page36.D3.choices.14,Health Insurance,स्वास्थ्य बीमा
survey.Page37.D4.title,D4. From where did you approach to access the mentioned financial products and services?,D4. ऊपर दिए गए वित्तीय प्रोडक्टों और सर्विसेज के उपयोग के लिए आपने किससे संपर्क किया?
survey.Page37.D4.D4_1.title,"Savings Bank Account
",सेविंग्स बैंक अकाउंट (बचत बैंक खाता)
survey.Page37.D4.D4_1.choices.1,Commercial Bank,कमर्शियल बैंक
survey.Page37.D4.D4_1.choices.2,Non-banking financial Institutions like Micro finance/FinTech,नॉन-बैंकिंग फाइनेंसियल संस्थान जैसे माइक्रो फाइनेंस/ फिन टेक
survey.Page37.D4.D4_1.choices.3,Credit union or cooperatives,क्रेडिट यूनियन या कोऑपरेटिव( सहकारी संस्था)
survey.Page37.D4.D4_2.title,Fixed Deposit,फिक्स्ड डिपॉजिट (सावधि जमा)
survey.Page37.D4.D4_2.choices.1,Commercial Bank,कमर्शियल बैंक
survey.Page37.D4.D4_2.choices.2,Non-banking financial Institutions like Micro finance/FinTech,नॉन-बैंकिंग फाइनेंसियल संस्थान जैसे माइक्रो फाइनेंस/ फिन टेक
survey.Page37.D4.D4_2.choices.3,Credit union or cooperatives,क्रेडिट यूनियन या कोऑपरेटिव( सहकारी संस्था)
survey.Page37.D4.D4_3.title,Recurring Deposit,रेकरिंग डिपॉजिट (आवर्ती जमा)
survey.Page37.D4.D4_3.choices.1,Commercial Bank,कमर्शियल बैंक
survey.Page37.D4.D4_3.choices.2,Non-banking financial Institutions like Micro finance/FinTech,नॉन-बैंकिंग फाइनेंसियल संस्थान जैसे माइक्रो फाइनेंस/ फिन टेक
survey.Page37.D4.D4_3.choices.3,Credit union or cooperatives,क्रेडिट यूनियन या कोऑपरेटिव( सहकारी संस्था)
survey.Page37.D4.D4_4.title,Personal Loans,पर्सनल लोन
survey.Page37.D4.D4_4.choices.1,Commercial Bank,कमर्शियल बैंक
survey.Page37.D4.D4_4.choices.2,Non-banking financial Institutions like Micro finance/FinTech,नॉन-बैंकिंग फाइनेंसियल संस्थान जैसे माइक्रो फाइनेंस/ फिन टेक
survey.Page37.D4.D4_4.choices.3,Credit union or cooperatives,क्रेडिट यूनियन या कोऑपरेटिव( सहकारी संस्था)
survey.Page37.D4.D4_4.choices.4,Any other (Specify),कोई अन्य (बताएं)
survey.Page37.D4.D4_5.title,Home Loans,होम लोन
survey.Page37.D4.D4_5.choices.1,Commercial Bank,कमर्शियल बैंक
survey.Page37.D4.D4_5.choices.2,Non-banking financial Institutions like Micro finance/FinTech,नॉन-बैंकिंग फाइनेंसियल संस्थान जैसे माइक्रो फाइनेंस/ फिन टेक
survey.Page37.D4.D4_5.choices.3,Credit union or cooperatives,क्रेडिट यूनियन या कोऑपरेटिव( सहकारी संस्था)
survey.Page37.D4.D4_5.choices.4,Any other (Specify),कोई अन्य (बताएं)
survey.Page37.D4.D4_6.title,Education Loans,एजुकेशन लोन
survey.Page37.D4.D4_6.choices.1,Commercial Bank,कमर्शियल बैंक
survey.Page37.D4.D4_6.choices.2,Non-banking financial Institutions like Micro finance/FinTech,नॉन-बैंकिंग फाइनेंसियल संस्थान जैसे माइक्रो फाइनेंस/ फिन टेक
survey.Page37.D4.D4_6.choices.3,Credit union or cooperatives,क्रेडिट यूनियन या कोऑपरेटिव( सहकारी संस्था)
survey.Page37.D4.D4_6.choices.4,Any other (Specify),कोई अन्य (बताएं)
survey.Page37.D4.D4_7.title,Business Loans,बिज़नेस लोन
survey.Page37.D4.D4_7.choices.1,Commercial Bank,कमर्शियल बैंक
survey.Page37.D4.D4_7.choices.2,Non-banking financial Institutions like Micro finance/FinTech,नॉन-बैंकिंग फाइनेंसियल संस्थान जैसे माइक्रो फाइनेंस/ फिन टेक
survey.Page37.D4.D4_7.choices.3,Credit union or cooperatives,क्रेडिट यूनियन या कोऑपरेटिव( सहकारी संस्था)
survey.Page37.D4.D4_7.choices.4,Any other (Specify),कोई अन्य (बताएं)
survey.Page37.D4.D4_8.title,{D1_2_Other},{D1_2_Other}
survey.Page37.D4.D4_8.choices.1,Commercial Bank,कमर्शियल बैंक
survey.Page37.D4.D4_8.choices.2,Non-banking financial Institutions like Micro finance/FinTech,नॉन-बैंकिंग फाइनेंसियल संस्थान जैसे माइक्रो फाइनेंस/ फिन टेक
survey.Page37.D4.D4_8.choices.3,Credit union or cooperatives,क्रेडिट यूनियन या कोऑपरेटिव( सहकारी संस्था)
survey.Page37.D4.D4_8.choices.4,Any other (Specify),कोई अन्य (बताएं)
survey.Page37.D4.D4_9.title,Buy Now Pay Later (BNPL),बाय नाउ पे लेटर (BNPL)
survey.Page37.D4.D4_9.choices.1,Commercial Bank,कमर्शियल बैंक
survey.Page37.D4.D4_9.choices.2,Non-banking financial Institutions like Micro finance/FinTech,नॉन-बैंकिंग फाइनेंसियल संस्थान जैसे माइक्रो फाइनेंस/ फिन टेक
survey.Page37.D4.D4_9.choices.3,Credit union or cooperatives,क्रेडिट यूनियन या कोऑपरेटिव( सहकारी संस्था)
survey.Page37.D4.D4_9.choices.4,Any other (Specify),कोई अन्य (बताएं)
survey.Page37.D4.D4_10.title,Stocks (Equities),स्टॉक्स (इक्विटी)
survey.Page37.D4.D4_10.choices.1,Commercial Bank,कमर्शियल बैंक
survey.Page37.D4.D4_10.choices.2,Non-banking financial Institutions like Micro finance/FinTech,नॉन-बैंकिंग फाइनेंसियल संस्थान जैसे माइक्रो फाइनेंस/ फिन टेक
survey.Page37.D4.D4_10.choices.3,Credit union or cooperatives,क्रेडिट यूनियन या कोऑपरेटिव( सहकारी संस्था)
survey.Page37.D4.D4_10.choices.4,Any other (Specify),कोई अन्य (बताएं)
survey.Page37.D4.D4_11.title,Mutual Funds/ ULIPs/ ETFs,म्यूचुअल फंड/ यूलिप/ ईटीएफ
survey.Page37.D4.D4_11.choices.1,Commercial Bank,कमर्शियल बैंक
survey.Page37.D4.D4_11.choices.2,Non-banking financial Institutions like Micro finance/FinTech,नॉन-बैंकिंग फाइनेंसियल संस्थान जैसे माइक्रो फाइनेंस/ फिन टेक
survey.Page37.D4.D4_11.choices.3,Credit union or cooperatives,क्रेडिट यूनियन या कोऑपरेटिव( सहकारी संस्था)
survey.Page37.D4.D4_11.choices.4,Any other (Specify),कोई अन्य (बताएं)
survey.Page37.D4.D4_12.title,Government Schemes & Bonds,सरकारी योजनाएँ और बॉन्ड
survey.Page37.D4.D4_12.choices.1,Commercial Bank,कमर्शियल बैंक
survey.Page37.D4.D4_12.choices.2,Non-banking financial Institutions like Micro finance/FinTech,नॉन-बैंकिंग फाइनेंसियल संस्थान जैसे माइक्रो फाइनेंस/ फिन टेक
survey.Page37.D4.D4_12.choices.3,Credit union or cooperatives,क्रेडिट यूनियन या कोऑपरेटिव( सहकारी संस्था)
survey.Page37.D4.D4_12.choices.4,Any other (Specify),कोई अन्य (बताएं)
survey.Page37.D4.D4_13.title,Life Insurance,जीवन बीमा
survey.Page37.D4.D4_13.choices.1,Commercial Bank,कमर्शियल बैंक
survey.Page37.D4.D4_13.choices.2,Non-banking financial Institutions like Micro finance/FinTech,नॉन-बैंकिंग फाइनेंसियल संस्थान जैसे माइक्रो फाइनेंस/ फिन टेक
survey.Page37.D4.D4_13.choices.3,Credit union or cooperatives,क्रेडिट यूनियन या कोऑपरेटिव( सहकारी संस्था)
survey.Page37.D4.D4_13.choices.4,Any other (Specify),कोई अन्य (बताएं)
survey.Page37.D4.D4_14.title,Health Insurance,स्वास्थ्य बीमा
survey.Page37.D4.D4_14.choices.1,Commercial Bank,कमर्शियल बैंक
survey.Page37.D4.D4_14.choices.2,Non-banking financial Institutions like Micro finance/FinTech,नॉन-बैंकिंग फाइनेंसियल संस्थान जैसे माइक्रो फाइनेंस/ फिन टेक
survey.Page37.D4.D4_14.choices.3,Credit union or cooperatives,क्रेडिट यूनियन या कोऑपरेटिव( सहकारी संस्था)
survey.Page37.D4.D4_14.choices.4,Any other (Specify),कोई अन्य (बताएं)
survey.Page38.D5.title,"D5. Given your experience of accessing financial products and services, on a scale of 1 to 5 where 1 is not at all satisfied and 5 is very satisfied, how would you rate your access to financial products? ","D5. अपने वित्तीय प्रोडक्टों और सर्विसेज के उपयोग के अपने अनुभव के आधार पर, 1 से 5 के स्केल पर जहाँ 1 का मतलब है बिल्कुल संतुष्ट नहीं और 5 का मतलब है बहुत अधिक संतुष्ट, आप अपनी वित्तीय प्रोडक्टों के अपने उपयोग को कैसे रेट करेंगे?"
survey.Page38.D5.choices.1,Not at all Satisfied,बिल्कुल भी संतुष्ट नहीं
survey.Page38.D5.choices.2,Not so satisfied ,ज्यादा संतुष्ट नहीं
survey.Page38.D5.choices.3,Moderately Satisfied,काफी संतुष्ट
survey.Page38.D5.choices.4,Satisfied,संतुष्ट
survey.Page38.D5.choices.5,Very Satisfied,बहुत संतुष्ट
survey.Page39.D6.title,D6. Can you please tell me the reason for not being satisfied while accessing the products?,D6. कृपया मुझे वित्तीय प्रोडक्टों को उपयोग करते समय असंतुष्ट होने का कारण बताएं?
survey.Page40.D7.title,"D7. On a scale of 1 to 5 where 1 Is not at all useful and 5 is very useful, how useful do you find the financial products to meet your needs?","D7. 1 से 5 के स्केल पर, जहाँ 1 का मतलब है ""बिल्कुल भी उपयोगी नहीं"" और 5 का मतलब है ""बहुत उपयोगी"", आप अपनी ज़रूरतों को पूरा करने में इन वित्तीय प्रोडक्टों को कितनी उपयोगी मानते हैं?"
survey.Page40.D7.choices.1,Not at all useful,बिल्कुल भी उपयोगी नहीं
survey.Page40.D7.choices.2,Not so useful,ज्यादा उपयोगी नहीं
survey.Page40.D7.choices.3,Moderately useful,काफी उपयोगी
survey.Page40.D7.choices.4,Useful,उपयोगी
survey.Page40.D7.choices.5,Very useful,बहुत उपयोगी
survey.Page41.D8.title,"D8. On a scale of 1 to 5 where 1 is very difficult and 5 is very easy, how easy is it for you to apply or access financial products and services?","D8. 1 से 5 के स्केल पर, जहाँ 1 का मतलब है ""बहुत कठिन"" और 5 का मतलब है ""बहुत आसान"", आपके लिए वित्तीय प्रोडक्टों और सर्विसेज के लिए आवेदन/ अप्लाई करना या उनका उपयोग करना कितना आसान है?"
survey.Page41.D8.choices.1,Very difficult,बहुत कठिन
survey.Page41.D8.choices.2,Not so easy,ज्यादा आसान नहीं
survey.Page41.D8.choices.3,Moderately Easy,काफी आसान
survey.Page41.D8.choices.4,Easy,आसान
survey.Page41.D8.choices.5,Very Easy,बहुत आसान
survey.Page42.D9.title,"D9. On a scale of 1 to 5 where 1 is not at all supporting and 5 is very supportive, how would you describe the level of support provided by consumer services?","D9. 1 से 5 के स्केल पर, जहाँ 1 का मतलब है बिल्कुल भी सहायक नहीं और 5 का मतलब है बहुत सहायक, आप कंज्यूमर सर्विसेज द्वारा प्रदान किए गए सहायता के स्तर का वर्णन कैसे करेंगे?"
survey.Page42.D9.choices.1,Not at all supportive,बिल्कुल भी सहायक नहीं
survey.Page42.D9.choices.2,Not so supportive,ज्यादा सहायक नहीं
survey.Page42.D9.choices.3,Moderately supportive,काफी सहायक
survey.Page42.D9.choices.4,Supportive,सहायक
survey.Page42.D9.choices.5,Very Supportive,बहुत सहायक
survey.Page43.D10.title,"D10. In the past 2 years, has there been a need for any financial product or service that you could not access? ",D10. पिछले 2 वर्षों में क्या कोई ऐसा वित्तीय प्रोडक्ट या सर्विस रही जिसकी आपको आवश्यकता तो थी लेकिन आप उसका उपयोग नहीं कर सकें?
survey.Page43.D10.choices.1,Yes,हाँ
survey.Page43.D10.choices.2,No,नहीं
survey.Page44.D11.title,D11. What were the financial products/services that you were seeking for?,D11. वे कौन से वित्तीय प्रोडक्ट्स/ सर्विसेज थीं जिनकी आपको तलाश थी?
survey.Page44.D11.requiredErrorText,Requried Response,आवश्यक उत्तर
survey.Page44.D11.D11_1.title,Savings and Deposits,सेविंग्स और डिपॉजिट्स (बचत और जमा)
survey.Page44.D11.D11_1.choices.1,Savings Bank Account,सेविंग्स बैंक अकाउंट (बचत बैंक खाता)
survey.Page44.D11.D11_1.choices.2,Fixed Deposit ,फिक्स्ड डिपॉजिट (सावधि जमा)
survey.Page44.D11.D11_1.choices.3,Recurring Deposit,रेकरिंग डिपॉजिट (आवर्ती जमा)
survey.Page44.D11.D11_2.title,Loans,लोन
survey.Page44.D11.D11_2.otherText,Any other loan,कोई अन्य लोन
survey.Page44.D11.D11_2.choices.4,Personal Loans,पर्सनल लोन
survey.Page44.D11.D11_2.choices.5,Home Loans,होम लोन
survey.Page44.D11.D11_2.choices.6,Education Loans,एजुकेशन लोन
survey.Page44.D11.D11_2.choices.7,Business Loans,बिज़नेस लोन
survey.Page44.D11.D11_2.choices.8,Any Other Loan,कोई अन्य लोन
survey.Page44.D11.D11_2_Other.title,Please Specify,कृपया बताएं
survey.Page44.D11.D11_3.title,Credit Card,क्रेडिट कार्ड
survey.Page44.D11.D11_3.choices.9,Buy Now Pay Later (BNPL),बाय नाउ पे लेटर (BNPL)
survey.Page44.D11.D11_4.title,Investments,इन्वेस्टमेंट (निवेश)
survey.Page44.D11.D11_4.choices.10,Stocks (Equities),स्टॉक्स (इक्विटी)
survey.Page44.D11.D11_4.choices.11,Mutual Funds/ ULIPs/ ETFs,म्यूचुअल फंड/ यूलिप/ ईटीएफ
survey.Page44.D11.D11_4.choices.12,Government Schemes & Bonds ,सरकारी योजनाएँ और बॉन्ड
survey.Page44.D11.D11_5.title,Insurance,बीमा
survey.Page44.D11.D11_5.choices.13,Life Insurance,जीवन बीमा
survey.Page44.D11.D11_5.choices.14,Health Insurance,स्वास्थ्य बीमा
survey.Page44.D11.D11_5.choices.15,Any Others,कोई अन्य
survey.Page44.D11.D11_5_Other.title,Please specify ,कृपया बताएं
survey.Page45.D12.title,D12. Why could not you access ?,D12. आप क्यों उपयोग नहीं कर सकें?
survey.Page45.D12.D12_1.title,"Savings Bank Account
",सेविंग्स बैंक अकाउंट (बचत बैंक खाता)
survey.Page45.D12.D12_2.title,"Fixed Deposit
",फिक्स्ड डिपॉजिट (सावधि जमा)
survey.Page45.D12.D12_3.title,"Recurring Deposit 

",रेकरिंग डिपॉजिट (आवर्ती जमा)
survey.Page45.D12.D12_4.title,"Personal Loans
",पर्सनल लोन
survey.Page45.D12.D12_5.title,"Home Loans

",होम लोन
survey.Page45.D12.D12_6.title,"Education Loans
",एजुकेशन लोन
survey.Page45.D12.D12_7.title,"Business Loans

",बिज़नेस लोन
survey.Page45.D12.D12_8.title,"{D11_2_Other}
","{D11_2_Other}
"
survey.Page45.D12.D12_9.title,"Buy Now Pay Later (BNPL)

",बाय नाउ पे लेटर (BNPL)
survey.Page45.D12.D12_10.title,"Stocks (Equities)

",स्टॉक्स (इक्विटी)
survey.Page45.D12.D12_11.title,"Mutual Funds/ ULIPs/ ETFs

",म्यूचुअल फंड/ यूलिप/ ईटीएफ
survey.Page45.D12.D12_12.title,"Government Schemes & Bonds 

",सरकारी योजनाएँ और बॉन्ड
survey.Page45.D12.D12_13.title,"Life Insurance

",जीवन बीमा
survey.Page45.D12.D12_14.title,"Health Insurance

",स्वास्थ्य बीमा
survey.Page45.D12.D12_15.title,"{D11_5_Other}
","{D11_5_Other}
"
survey.Page46.title,D2. Digital Financial Services,D2. डिजिटल फाइनेंसियल सर्विसेज
survey.Page46.D13.title,D13. How frequently do you use digital platforms for financial transactions?,D13. आप वित्तीय लेनदेन (फाइनेंसियल ट्रांजेक्शन) के लिए कितनी बार डिजिटल प्लेटफॉर्म का उपयोग करते हैं?
survey.Page46.D13.choices.1,Daily,रोजाना
survey.Page46.D13.choices.2,A few times a week,हफ्ते में कुछ बार
survey.Page46.D13.choices.3,Once a week,हफ्ते में एक बार
survey.Page46.D13.choices.4,Once a month,महीने में एक बार
survey.Page46.D13.choices.5,Once in few months,कुछ महीनों में एक बार
survey.Page46.D13.choices.6,Rarely,बहुत कम
survey.Page46.D13.choices.7,Never,कभी नहीं
survey.Page46.D13.choices.99,Canâ€™t say,कह नहीं सकते
survey.Page47.D14.title,"D14. Have you encountered any barriers while using mobile banking or fintech apps (Revolut, PayPal, Square, Monzo, DBS, Niyo, Jupiter, FI moneyetc.)?","D14. क्या आपने मोबाइल बैंकिंग या फिनटेक ऐप्स (जैसे रेवोल्यूट, पेपल, स्क्वायर, मोंज़ो, डीबीएस, नियो, जुपिटर, एफआई मनी आदि) का उपयोग करते समय किसी प्रकार की बाधाओं का सामना किया है?"
survey.Page47.D14.choices.1,Yes,हाँ
survey.Page47.D14.choices.2,No,नहीं
survey.Page48.D15.title,"D15. What specific barriers have you faced while using digital financial services such as mobile banking, fintech apps, or digital wallets?","D15. मोबाइल बैंकिंग, फिनटेक ऐप्स या डिजिटल वॉलेट जैसी डिजिटल वित्तीय सर्विसेज का उपयोग करते समय आपको किन-किन बाधाओं का सामना करना पड़ा हैं?"
survey.Page48.D15.choices.1,KYC requirements mandating legal names instead of chosen names,KYC आवश्यकताएँ जो चुने हुए नाम के बजाय कानूनी नाम पर जोर देती है
survey.Page48.D15.choices.2,Inadequate customer support for addressing LGBTI-related issues (specify),LGBTI से संबंधित मुद्दों को हल करने के लिए अपर्याप्त कस्टमर सपोर्ट (बताएं)
survey.Page48.D15.choices.3,Difficulty in accessing these services due to limited features that I need (Specify),मेरी जरूरत के अनुसार सीमित फीचर्स के कारण इन सर्विसेज के उपयोग में कठिनाई (बताएं)
survey.Page48.D15.choices.4,Other specify,अन्य बताएं
survey.Page49.title,D3. Product and Service Relevance ,D3. प्रोडक्ट और सर्विसेज की उपयुक्तता
survey.Page49.D16.title,"D16. Based on your experience, what are the main gaps or challenges in the financial products and services available to the LGBTI community?","D16. आपके अनुभव के आधार पर, LGBTI कम्युनिटी के लिए उपलब्ध वित्तीय प्रोडक्टों और सर्विसेज में मुख्य कमियाँ या चुनौतियाँ क्या हैं?"
survey.Page49.D16.choices.1,Limited loan or credit options tailored to the LGBTI community,LGBTI कम्युनिटी के लिए लोन या क्रेडिट के सीमित विकल्प
survey.Page49.D16.choices.2,No joint account products for same-gender couples,समलैंगिक जोड़ों के लिए कोई जॉइंट अकाउंट प्रोडक्ट नहीं﻿
survey.Page49.D16.choices.3,High interest rates or unfavourable loan terms,उच्च ब्याज दरें या असुविधाजनक लोन की शर्तें
survey.Page49.D16.choices.4,"Few insurance products covering diverse family structures (e.g., same-gender partners, chosen families)","विभिन्न पारिवारिक संरचनाओं (जैसे समलैंगिक साथी, चुने हुए परिवार) को कवर करने वाले कुछ ही बीमा प्रोडक्ट"
survey.Page49.D16.choices.5,Lack of LGBTI-specific financial advice or advisory services,विशेष रूप से LGBTI के लिए वित्तीय सलाह या सलाहकार सेवाओं की कमी
survey.Page49.D16.choices.6,Limited access to digital banking or online financial service,डिजिटल बैंकिंग या ऑनलाइन वित्तीय सेवाओं तक सीमित पहुंच
survey.Page49.D16.choices.7,"Limited options for retirement, pension, or long-term savings products","रिटायरमेंट, पेंशन, या दीर्घकालिक/ लॉन्ग-टर्म सेविंग्स प्रोडक्ट्स के सीमित विकल्प"
survey.Page49.D16.choices.8,Other specify,अन्य बताएं
survey.Page49.D16.choices.99,None / No gaps experienced,कोई नहीं/ कोई कमी नहीं दिखी
survey.Page50.D17.title,"D17. Based on your experience, what actions would be most effective in addressing gaps in financial products and services for LGBTI individuals?","D17. आपके अनुभव के आधार पर, LGBTI लोगों के लिए वित्तीय प्रोडक्टों और सर्विसेज में कमी को दूर करने के लिए कौन-से उपाय सबसे प्रभावी होंगे?"
survey.Page50.D17.description,[Do not read options] ,[विकल्पों को न पढ़ें]
survey.Page50.D17.choices.1,"Develop new financial products specifically for the LGBTI community (e.g., inclusive loans, insurance for same-sex partners or chosen families)","विशेष रूप से LGBTI कम्युनिटी के लिए नए वित्तीय प्रोडक्ट विकसित करना (जैसे, इन्क्लूसिव लोन, समलैंगिक पार्टनर या चुने हुए परिवार के लिए बीमा)"
survey.Page50.D17.choices.2,"Make internal policies at financial institutions more flexible (e.g., simplified KYC for trans individuals, recognizing non-traditional family structures)","वित्तीय संस्थानों की आंतरिक नीतियों को अधिक लचीला बनाना (जैसे, ट्रांसजेंडर के लिए सरल KYC, गैर-पारंपरिक पारिवारिक संरचनाओं को मान्यता देना)"
survey.Page50.D17.choices.3,Provide better training for banking/financial institution staff on LGBTI+ sensitivity and financial needs,बैंकिंग/ वित्तीय संस्थानों के कर्मचारियों को LGBTI  के प्रति संवेदनशीलता (सेंसिटिविटी) और वित्तीय जरूरतों पर बेहतर प्रशिक्षण देना
survey.Page50.D17.choices.4,Introduce stronger laws and regulations to protect LGBTI individuals from financial discrimination,LGBTI लोगों को वित्तीय भेदभाव से बचाने के लिए मजबूत कानून और नियम लागू करना
survey.Page50.D17.choices.5,Increase financial literacy and awareness programs tailored for the LGBTI community,LGBTI कम्युनिटी के लिए वित्तीय साक्षरता और जागरूकता कार्यक्रम बढ़ाना
survey.Page50.D17.choices.6,Implement inclusive branding and communication strategies that reflect LGBTI diversity,LGBTI विविधता को दर्शाने वाली समावेशी/ इन्क्लूसिव ब्रांडिंग और संचार रणनीतियाँ लागू करना
survey.Page50.D17.choices.7,Other (Please specify),अन्य (कृपया बताएं)
survey.Page50.D17.choices.99,Don't know / Can't say,पता नहीं/ कह नहीं सकते
survey.Page51.title,D4. Experience of Barriers in Accessing Financial Services ,D4. वित्तीय सर्विसेज के उपयोग में आने वाली बाधाओं का अनुभव
survey.Page51.D18.title,"D18. Have you experienced any challenges when accessing financial products or services that you feel may be related to your LGBTI identity? If youâ€™re comfortable, please share any specific situations or examples.","D18. क्या आपको कभी वित्तीय प्रोडक्टों या सर्विसेज के उपयोग में ऐसी चुनौतियों का सामना करना पड़ा है, जो आपके LGBTI पहचान से जुड़ी हो? यदि आप सहज महसूस करते हैं, तो कृपया कोई विशेष स्थिति या उदाहरण बताएं।"
survey.Page51.D18.description,[Do not read options],[विकल्पों को न पढ़ें]
survey.Page51.D18.choices.1,Discriminatory or harassing treatment by a bank/financial institution staff,बैंक/ वित्तीय संस्था के कर्मचारियों द्वारा भेदभावपूर्ण या परेशान करने वाला व्यवहार
survey.Page51.D18.choices.2,Discriminatory or harassing treatment by someone else (like another customer);,"किसी अन्य व्यक्ति (जैसे, अन्य ग्राहक) द्वारा भेदभावपूर्ण या परेशान करने वाला व्यवहार"
survey.Page51.D18.choices.3,Denied a joint account or loan with a same-gender partner,समलिंगी पार्टनर के साथ जॉइंट अकाउंट या लोन देने के लिए इंकार करना
survey.Page51.D18.choices.4,Denied updates to your name or gender marker on your account,खाते पर अपने नाम या लिंग को अपडेट करने से इंकार करना
survey.Page51.D18.choices.5,"Denied services due to identity documents (e.g., name or gender mismatch)",पहचान वाले डॉक्यूमेंट (जैसे नाम या लिंग का मेल न होने) के कारण सर्विस देने से इंकार करना 
survey.Page51.D18.choices.6,Denied access to your own account or account info by a representative,प्रतिनिधि द्वारा अपने ही खाते या खाते की जानकारी के एक्सेस के लिए इंकार करना
survey.Page51.D18.choices.7,Denied services due to multiple credit files under different names,अलग-अलग नामों के कई क्रेडिट फाइलों के कारण सर्विसेज से इंकार करना
survey.Page51.D18.choices.8,Any other Specify,कोई अन्य बताएं
survey.Page51.D18.choices.9,None of the above,इनमें से कोई नहीं
